"OlinkID","Assay","UniProt","MissingFreq","LOD","Panel","Panel_Version"
"OID21450","SPINK6","Q6UWN8",0.04,1.089,"ONCOLOGY",1
"OID21451","EDA2R","Q9HAV5",0.04,1.3131,"ONCOLOGY",1
"OID21452","LTA4H","P09960",0.94,0.9897,"ONCOLOGY",1
"OID21453","SORD","Q00796",0.04,1.7427,"ONCOLOGY",1
"OID21454","LEFTY2","O00292",0.04,1.0707,"ONCOLOGY",1
"OID21455","HDGF","P51858",0.04,1.4966,"ONCOLOGY",1
"OID21456","CRISP2","P16562",0.03,0.8786,"ONCOLOGY",1
"OID21457","GFRA1","P56159",0.03,1.047,"ONCOLOGY",1
"OID21458","NCS1","P62166",0.04,0.7201,"ONCOLOGY",1
"OID21459","HAGH","Q16775",0.09,1.1628,"ONCOLOGY",1
"OID21460","DSG3","P32926",0.03,0.2946,"ONCOLOGY",1
"OID21461","SMOC1","Q9H4F8",0.04,0.6706,"ONCOLOGY",1
"OID21462","WFDC12","Q8WWY7",0.61,1.6218,"ONCOLOGY",1
"OID21463","ANGPT2","O15123",0.04,0.7506,"ONCOLOGY",1
"OID21464","WIF1","Q9Y5W5",0.04,1.5621,"ONCOLOGY",1
"OID21465","HBEGF","Q99075",0.03,0.8241,"ONCOLOGY",1
"OID21466","CCL8","P80075",0.03,1.2724,"ONCOLOGY",1
"OID21467","ADM","P35318",0.03,1.5191,"ONCOLOGY",1
"OID21468","IDUA","P35475",0.04,-0.4163,"ONCOLOGY",1
"OID21469","CD300LF","Q8TDQ1",0.03,1.2076,"ONCOLOGY",1
"OID21470","CDC37","Q16543",0.3,0.6863,"ONCOLOGY",1
"OID21471","HTRA2","O43464",0.04,0.8649,"ONCOLOGY",1
"OID21472","CD33","P20138",0.18,0.7069,"ONCOLOGY",1
"OID21473","PLA2G15","Q8NCC3",0.03,0.7581,"ONCOLOGY",1
"OID21474","DCBLD2","Q96PD2",0.04,0.5206,"ONCOLOGY",1
"OID21475","PPP1R12A","O14974",0.13,0.6755,"ONCOLOGY",1
"OID21476","ATOX1","O00244",0.06,0.4599,"ONCOLOGY",1
"OID21477","TJAP1","Q5JTD0",0.21,0.458,"ONCOLOGY",1
"OID21478","FGFR2","P21802",0.04,0.5096,"ONCOLOGY",1
"OID21479","CPXM1","Q96SM3",0.1,-0.0286,"ONCOLOGY",1
"OID21480","DCXR","Q7Z4W1",0.14,0.8249,"ONCOLOGY",1
"OID21481","C4BPB","P20851",0.03,0.5761,"ONCOLOGY",1
"OID21482","TNFRSF12A","Q9NP84",0.03,0.2242,"ONCOLOGY",1
"OID21483","CD1C","P29017",0.06,-0.7671,"ONCOLOGY",1
"OID21484","L1CAM","P32004",0.04,-0.0192,"ONCOLOGY",1
"OID21485","FOLR3","P41439",0.03,0.1484,"ONCOLOGY",1
"OID21486","NBL1","P41271",0.07,1.3208,"ONCOLOGY",1
"OID21487","PODXL2","Q9NZ53",0.03,0.4508,"ONCOLOGY",1
"OID21488","SEZ6L","Q9BYH1",0.06,0.586,"ONCOLOGY",1
"OID21489","MDK","P21741",0.04,0.1019,"ONCOLOGY",1
"OID21490","NECTIN4","Q96NY8",0.04,0.6891,"ONCOLOGY",1
"OID21491","FLT4","P35916",0.04,0.651,"ONCOLOGY",1
"OID21492","MANSC1","Q9H8J5",0.03,0.2699,"ONCOLOGY",1
"OID21493","TGFBR2","P37173",0.04,0.8989,"ONCOLOGY",1
"OID21494","NELL1","Q92832",0.03,0.4773,"ONCOLOGY",1
"OID21495","TXNDC15","Q96J42",0.03,0.1198,"ONCOLOGY",1
"OID21496","TEK","Q02763",0.03,0.3183,"ONCOLOGY",1
"OID21497","KDR","P35968",0.03,0.5514,"ONCOLOGY",1
"OID21498","NT5E","P21589",0.03,0.8929,"ONCOLOGY",1
"OID21499","KLK1","P06870",0.33,2.9441,"ONCOLOGY",1
"OID21500","CTSF","Q9UBX1",0.04,0.0783,"ONCOLOGY",1
"OID21501","CIAPIN1","Q6FI81",0.03,0.1703,"ONCOLOGY",1
"OID21502","ADAMTS8","Q9UP79",0.04,-0.2308,"ONCOLOGY",1
"OID21503","SIAE","Q9HAT2",0.05,0.2835,"ONCOLOGY",1
"OID21504","IL13RA1","P78552",0.04,1.0755,"ONCOLOGY",1
"OID21505","WFDC2","Q14508",0.08,2.7697,"ONCOLOGY",1
"OID21506","SNAP29","O95721",0.03,0.4237,"ONCOLOGY",1
"OID21507","FGFBP1","Q14512",0.03,0.7362,"ONCOLOGY",1
"OID21508","XPNPEP2","O43895",0.05,0.3082,"ONCOLOGY",1
"OID21509","P4HB","P07237",0.04,2.1109,"ONCOLOGY",1
"OID21510","ERBB4","Q15303",0.03,0.3159,"ONCOLOGY",1
"OID21511","SPARC","P09486",0.04,0.1071,"ONCOLOGY",1
"OID21512","TFPI2","P48307",0.03,0.0404,"ONCOLOGY",1
"OID21513","MSRA","Q9UJ68",0.03,0.3843,"ONCOLOGY",1
"OID21514","FURIN","P09958",0.03,0.5472,"ONCOLOGY",1
"OID21515","CREG1","O75629",0.06,1.6227,"ONCOLOGY",1
"OID21516","PPY","P01298",0.12,0.7269,"ONCOLOGY",1
"OID21517","KLK8","O60259",0.04,0.3051,"ONCOLOGY",1
"OID21518","KLK11","Q9UBX7",0.04,-0.4568,"ONCOLOGY",1
"OID21519","S100A4","P26447",0.14,1.1886,"ONCOLOGY",1
"OID21520","ERBB2","P04626",0.03,0.7019,"ONCOLOGY",1
"OID21521","SRC","P12931",0.19,0.8123,"ONCOLOGY",1
"OID21522","ITGB5","P18084",0.03,-0.3589,"ONCOLOGY",1
"OID21523","KLK10","O43240",0.09,1.2824,"ONCOLOGY",1
"OID21524","VEGFC","P49767",0.04,2.1311,"ONCOLOGY",1
"OID21525","DLL1","O00548",0.03,1.2276,"ONCOLOGY",1
"OID21526","KLK6","Q92876",0.03,0.3327,"ONCOLOGY",1
"OID21527","CD27","P26842",0.04,0.955,"ONCOLOGY",1
"OID21528","CEACAM1","P13688",0.03,2.0655,"ONCOLOGY",1
"OID21529","FOLR1","P15328",0.03,1.1917,"ONCOLOGY",1
"OID21530","LYPD3","O95274",0.04,0.2949,"ONCOLOGY",1
"OID21531","MIA","Q16674",0.04,0.2318,"ONCOLOGY",1
